0.63400006,0.581,0.7992038,0.17828022,STK,0.0,6251,Normalized
0.7120001,0.634,0.87101537,0.19669388,STK,0.0,9080,Normalized
0.6460001,0.61499995,0.8295683,0.19357166,STK,0.0,8241,Normalized
0.714,0.65800005,0.85348284,0.20524055,STK,0.0,8828,Normalized
0.6759999,0.62700003,0.80455935,0.20018727,STK,0.0,55,Normalized
0.62000006,0.572,0.7700103,0.19021176,STK,0.0,2084,Normalized
0.68600005,0.644,0.8260429,0.22081368,STK,0.0,1375,Normalized
0.66199994,0.61099994,0.8160574,0.18570063,STK,0.0,2802,Normalized
0.67200005,0.6259998,0.84918433,0.19628932,STK,0.0,3501,Normalized
0.66,0.60000014,0.8425997,0.1752875,STK,0.0,3389,Normalized
