0.49,0.45900002,0.6909514,0.107505485,SSTK,0.0,6251,Normalized
0.5820001,0.524,0.7912227,0.1246634,SSTK,0.0,9080,Normalized
0.572,0.506,0.749284,0.11791233,SSTK,0.0,8241,Normalized
0.614,0.56100005,0.7503449,0.12663066,SSTK,0.0,8828,Normalized
0.55599993,0.507,0.70581853,0.13542184,SSTK,0.0,55,Normalized
0.54,0.49899995,0.69674927,0.1319916,SSTK,0.0,2084,Normalized
0.59200007,0.567,0.7241097,0.14293805,SSTK,0.0,1375,Normalized
0.59599996,0.5399999,0.75188667,0.123162836,SSTK,0.0,2802,Normalized
0.61999995,0.56700003,0.7630976,0.13544686,SSTK,0.0,3501,Normalized
0.58800006,0.52700007,0.77915925,0.111280575,SSTK,0.0,3389,Normalized
