0.47800013,0.4470001,0.6508707,0.12239961,STK,0,6251,Normalized
0.5240001,0.4519999,0.6947536,0.092774585,STK,0,9080,Normalized
0.546,0.46600002,0.6932399,0.097946316,STK,0,8241,Normalized
0.53200006,0.46400002,0.71698534,0.11988115,STK,0,8828,Normalized
0.6040001,0.52799994,0.7543592,0.0995405,STK,0,55,Normalized
0.56999993,0.5020001,0.7414199,0.10915057,STK,0,2084,Normalized
0.53599995,0.45999995,0.73536634,0.11051614,STK,0,1375,Normalized
0.5000001,0.45999995,0.69136804,0.09836516,STK,0,2802,Normalized
0.576,0.5069999,0.7482013,0.112377346,STK,0,3501,Normalized
0.5300001,0.46600005,0.7552349,0.1121445,STK,0,3389,Normalized
