0.348,0.30100006,0.5198852,0.2955042,PTK,0.0,6251,normalized
0.30800006,0.27000004,0.44756696,0.24893023,PTK,0.0,9080,normalized
0.276,0.25000003,0.43865645,0.29960725,PTK,0.0,8241,normalized
0.31199998,0.26600003,0.43890733,0.262587,PTK,0.0,8828,normalized
0.30000004,0.27300003,0.435806,0.31625286,PTK,0.0,55,normalized
0.31800008,0.27500004,0.41333953,0.25469786,PTK,0.0,2084,normalized
0.37000003,0.32200006,0.54344743,0.34537083,PTK,0.0,1375,normalized
0.36400008,0.33100003,0.5062776,0.30128795,PTK,0.0,2802,normalized
0.28199998,0.238,0.43915367,0.2851022,PTK,0.0,3501,normalized
0.31800002,0.26900002,0.47530308,0.26457086,PTK,0.0,3389,normalized
