0.25200003,0.23,0.3897159,0.16872442,SSTK,0.0,6251,normalized
0.21999998,0.201,0.3278581,0.1513613,SSTK,0.0,9080,normalized
0.16999999,0.15100002,0.25965255,0.1345408,SSTK,0.0,8241,normalized
0.23599999,0.19799997,0.32885957,0.14710017,SSTK,0.0,8828,normalized
0.21799998,0.19100003,0.34737462,0.18343985,SSTK,0.0,55,normalized
0.24400002,0.20800005,0.3245115,0.15395074,SSTK,0.0,2084,normalized
0.3,0.26799998,0.42320922,0.22097519,SSTK,0.0,1375,normalized
0.266,0.23999998,0.3765942,0.1616127,SSTK,0.0,2802,normalized
0.208,0.18099998,0.3305329,0.18126653,SSTK,0.0,3501,normalized
0.22399999,0.20700003,0.33080947,0.16295004,SSTK,0.0,3389,normalized
