0.25200003,0.23,0.39007434,0.19028963,SSTK,0.0,6251,normalized
0.21999998,0.201,0.32877368,0.17118755,SSTK,0.0,9080,normalized
0.16999999,0.15100002,0.26066285,0.16030143,SSTK,0.0,8241,normalized
0.23599999,0.19799997,0.32985887,0.16634537,SSTK,0.0,8828,normalized
0.21799998,0.19100003,0.34810528,0.20179327,SSTK,0.0,55,normalized
0.24400002,0.20800005,0.3252397,0.16816875,SSTK,0.0,2084,normalized
0.3,0.26799998,0.42395714,0.23846222,SSTK,0.0,1375,normalized
0.266,0.23999998,0.3771414,0.18623005,SSTK,0.0,2802,normalized
0.208,0.18099998,0.33146378,0.19745253,SSTK,0.0,3501,normalized
0.22399999,0.20700003,0.33142197,0.17555776,SSTK,0.0,3389,normalized
