0.66999984,0.62700003,0.7931548,0.20799959,SSTK,0.0,6251,Normalized
0.6539999,0.609,0.7727375,0.19156435,SSTK,0.0,9080,Normalized
0.68799996,0.629,0.819795,0.20745583,SSTK,0.0,8241,Normalized
0.6599999,0.625,0.7863952,0.20702785,SSTK,0.0,8828,Normalized
0.65400004,0.60200006,0.7772664,0.21320647,SSTK,0.0,55,Normalized
0.672,0.633,0.80688494,0.20441428,SSTK,0.0,2084,Normalized
0.68,0.6299999,0.7919254,0.19767673,SSTK,0.0,1375,Normalized
0.666,0.61100006,0.8214523,0.19246246,SSTK,0.0,2802,Normalized
0.6359999,0.6030001,0.7322521,0.1976776,SSTK,0.0,3501,Normalized
0.682,0.639,0.7971853,0.22508006,SSTK,0.0,3389,Normalized
0.68,0.6299999,0.7919254,0.19767673,SSTK,0.0,1375,Normalized
0.666,0.61100006,0.8214523,0.19246246,SSTK,0.0,2802,Normalized
0.6359999,0.6030001,0.7322521,0.1976776,SSTK,0.0,3501,Normalized
0.682,0.639,0.7971853,0.22508006,SSTK,0.0,3389,Normalized
0.66999984,0.62700003,0.7931548,0.20799959,SSTK,0.0,6251,Normalized
0.6539999,0.609,0.7727375,0.19156435,SSTK,0.0,9080,Normalized
