0.66999984,0.62700003,0.79277235,0.36963117,SSTK,0.0,6251,Normalized
0.6539999,0.609,0.77255625,0.35519734,SSTK,0.0,9080,Normalized
0.68799996,0.629,0.8195575,0.36114123,SSTK,0.0,8241,Normalized
0.6599999,0.625,0.78629816,0.33714908,SSTK,0.0,8828,Normalized
0.65400004,0.60200006,0.77712786,0.336128,SSTK,0.0,55,Normalized
0.672,0.633,0.8067877,0.3454766,SSTK,0.0,2084,Normalized
0.68,0.6299999,0.7916346,0.33980283,SSTK,0.0,1375,Normalized
0.666,0.61100006,0.82137823,0.3271161,SSTK,0.0,2802,Normalized
0.6359999,0.6030001,0.7321004,0.3314118,SSTK,0.0,3501,Normalized
0.682,0.639,0.7971514,0.363089,SSTK,0.0,3389,Normalized
0.68,0.6299999,0.7916346,0.33980283,SSTK,0.0,1375,Normalized
0.666,0.61100006,0.82137823,0.3271161,SSTK,0.0,2802,Normalized
0.6359999,0.6030001,0.7321004,0.3314118,SSTK,0.0,3501,Normalized
0.682,0.639,0.7971514,0.363089,SSTK,0.0,3389,Normalized
0.66999984,0.62700003,0.79277235,0.36963117,SSTK,0.0,6251,Normalized
0.6539999,0.609,0.77255625,0.35519734,SSTK,0.0,9080,Normalized
