0.46000013,0.4969999,0.58175087,0.071262725,SSTK,229,6251,not normalized,100
0.69399995,0.6830001,0.8092314,0.088675864,SSTK,229,6251,normalized,100
0.51600003,0.508,0.63101083,0.07639039,SSTK,182,9080,not normalized,100
0.726,0.666,0.8385086,0.08645111,SSTK,182,9080,normalized,100
0.40000004,0.41099998,0.5911885,0.060405154,SSTK,171,8241,not normalized,100
0.68399996,0.635,0.79636896,0.08010309,SSTK,171,8241,normalized,100
0.49600005,0.49800003,0.5876706,0.08894052,SSTK,167,8828,not normalized,100
0.71800005,0.68500006,0.8381528,0.10657984,SSTK,167,8828,normalized,100
0.49,0.48000008,0.6017254,0.09223563,SSTK,199,55,not normalized,100
0.702,0.66600007,0.8245097,0.1073641,SSTK,199,55,normalized,100
0.48,0.48600006,0.6177547,0.074505344,SSTK,169,2084,not normalized,100
0.70199996,0.68100005,0.81074023,0.091605164,SSTK,169,2084,normalized,100
0.434,0.45500004,0.54964155,0.070147075,SSTK,173,1375,not normalized,100
0.67000014,0.63,0.8070053,0.08417961,SSTK,173,1375,normalized,100
0.49000007,0.49200004,0.6209504,0.07067829,SSTK,177,2802,not normalized,100
0.7260001,0.7030002,0.8349402,0.08156861,SSTK,177,2802,normalized,100
0.42200005,0.42099994,0.57484865,0.077629246,SSTK,181,3501,not normalized,100
0.6819999,0.642,0.8286215,0.090687685,SSTK,181,3501,normalized,100
0.35800004,0.372,0.5180594,0.045924515,SSTK,164,3389,not normalized,100
0.6639999,0.62700003,0.77473694,0.057769123,SSTK,164,3389,normalized,100
